inspection_id,restaurant_id,inspection_period_start_date,inspection_period_end_date,inspection_penalty_score,inspection_average_prev_penalty_scores,inspection_prev_penalty_score,cuisines,zip_code,review_count,non_positive_review_count,average_review_rating,review_contents
DA2306207,SgK8qSSDYakUVa8WUbE33w,4/6/11 0:00,2/7/12 0:00,0,0.6,0,"['Restaurants', 'Sandwiches']",98115,6,0,4.833333333,"Awesome little coffee shop! &#160;I just moved to the neighborhood and am stoked this place is here. &#160;First off, the food and the coffee (esp. The Hellfire Mocha) are so great and cheap that I would come here even if there were some sort of soup-Nazi-like bastard behind the counter. &#160;But there is not. &#160;The people here are actually really chill and nice.The homemade marshmallows are great as well and should not be missed.The bagel sandwiches are damn good! &#160;I had the jalape&#241;o bagel with ham, egg, and melted havarti and it was delicious. &#160;It tasted like a high quality black forest ham and the bagel definitely rivaled NYC's best.The Stumptown coffee is fantastic and is not even in the same ballpark as the over-roasted crap they sling at Starbucks.And finally, I don't really understand some of the negative reviews on here... &#160;I actually hate most restaurants and coffee shops as few people actually know what they are doing in the food service business. &#160;But come on... some of these complaints are just silly. &#160; I mean, they have about 10 different types of black tea! &#160;Can't you at least try one of them before bitching about it? &#160;Complaining that you have to wait in line when they are busy? &#160;Maybe they are busy because they are good...hmmmmm. &#160;If you want it faster, go to the drive-thru Starbucks and drink their crappier coffee for the same price. Happy place to find (again)! &#160; When I first moved here, I stopped to get a muffin &amp; coffee (both kick ass) and then being new to Seattle and not taking note of the place, I sadly couldn't find it again for like 4 LOOOOOONGGGGG months. &#160;Drove by a couple of weeks ago (lost, like always) and saw it out of the corner of my eye. &#160;Breve &amp; Lattes are both wonderful. &#160;So strong but not that burnt aftertaste that you get at some coffee places. &#160;Pastries are FRESH, moist, so damn good. &#160;Make the trip, even if it's out of your way. Well worth it! Stopped by this cute little coffee house last Sunday. I ordered a chai tea and a morning glory muffin, my husband had a mocha and an apple fritter. The drinks were great and the pastries were yummy. &#160;The two barista's [I think they were both Jessica's] were so friendly!We will definetly be going back! This place is so cute. &#160;They've got great coffee, awesome sandwiches, a vast tea selection, and a super staff. &#160;I had one of their melted sandwiches and it was freaking amazing. &#160;This is a great place to go and just chill on those dreary days. &#160;Cori and the other barista's make for good, friendly company!Their ""drip coffee"" is actually french press coffee which is all that much better! &#160;I dig the glass mugs! Had a quick cappacino here, but it looked like they had great pastries, bagel sandwiches, etc. We loved this place. &#160;Great food friendly staff and the hellfire mocha with homemade marshmallow was awesome. &#160;I will come back here over and over again."
DA2209371,SgK8qSSDYakUVa8WUbE33w,5/12/10 0:00,4/6/11 0:00,0,0.75,0,"['Restaurants', 'Sandwiches']",98115,11,4,3.727272727,"I love their espresso and latte's. The atmosphere is nice enough but it's a little chilly in the cold weather. The prices seem okay to me. They claimed to carry some gluten free baked goods from time to time but I have not seen anything yet. One star off.The service is so-so and that is where I take two stars off. &#160;If I order a drink to go, I think it's extremely poor service to take my money then take orders and money from the two or three customers in line behind me before you start to make my drink. &#160;If I'm not in a hurry and I'm sitting down to drink it I don't care, but when I say it's to go that's because &#160;I have somewhere I need to be. &#160;They may think that's good business, I suppose I will not leave if they have my money but I don't have a drink yet, but guess what? Yesterday when I was needing a latte I drove past to the next stop because I don't want to get stuck waiting for my drink while they collect everyone's cash. &#160;NOT good business. All I wanted was some black tea. That and something to eat. What coffeehouse doesn't carry a plain black tea? &#160;Some oolong or English Breakfast or even Red Rose? &#160;It appears Blue Saucer is that place.I like the interior, very homey and comfortable with a side of hippie. The staff is very friendly and helpful but I will not be back because of the 15 odd teas they have not one is drinkable. &#160;Everything was flavored and I don't do flavors. &#160;I did enjoy my toasted bagel but the quiche was the worst I have ever had. &#160;The crust had disappeared during the nuking process and the cheese was grainy in my mouth. &#160;Food is an afterthought here. &#160;Coffee drinkers will enjoy the Stumptown they serve but if you drink tea, avoid this place. A little over two years ago, my wife and I moved up to 1986's Neighborhood of the Year. We were warmly welcomed to the community by a drunk driver who careened into our townhouse. This minor inconvenience occurred the morning of our arrival and so we sat outside with our truck full of furniture, wondering how we were going to get into our new digs. As we surveyed the damage, Billie (the owner of the Blue Saucer) came by and offered us a genuine welcome to the neighborhood. It was a nice touch, and we've been good neighbors ever since.It turns out that the Blue Saucer was starting up around the same time that we were. They hit the right notes right away by opting to serve Stumptown Coffee, a personal favorite of mine. At the time, you could also pick from a small selection of snacks, read from a small section of books and magazines, and expect pretty much the kind of things you'd expect from many coffee shops in Seattle. Since then, this shop has expanded and revamped just about everything but the coffee. This has been a good thing; the Blue Saucer now has tons of nice breakfast selections (including oatmeal, which is a huge bonus for me), fun special events, even affogato (ice cream courtesy of Parfait) during the summer. For all these changes, I can still expect the same quality coffee and friendly service. It's really nice to have a place like this (literally) just across the street. I live in the neighborhood of this cozy and easy to access coffee cafe. &#160;They serve Stumptown, which is excellent in comparison to the other coffee offerings around the area. &#160;They also have some great looking/tasting pastries and lunch menu items. &#160;Their customer service has always been less than ideal. &#160;For some reason, I have never experienced a friendly barista in there since they opened. &#160;I'm not a regular for that reason; sometimes they are actually unfriendly. &#160;I'd rather brew a french press coffee at home with my nice and friendly husband than pay for that. Since I now work in Northgate, I now have to get used to Roosevelt Way and that awful traffic back up by the mall everyday at 4 PM. &#160;Regardless of my rant, I decided to break away from my morning routine of boring, lifeless Starbucks mocha and wanted to go somewhere different. &#160;After whipping out my trusty Yelp app on my IPHONE (insert shameless Apple Plug here), I came across this lovely gem. &#160;While the parking lot in front is hard to get into when its full and traffic is coming in a flash before your eyes, I was finally able to park in back and go in. &#160;The place is very homely and quaint.  &#160; &#160; &#160; &#160;I decided to try the Hellfire mocha, because I am a fan of spicy chocolate. &#160;Nothing like cayenne pepper to put some spice in your workday at 9 AM. &#160;The blend was perfect, not too overpowering and the espresso shots were pulled perfectly, in true Stumptown fashion &#160;:). &#160;I was not too impressed with the pastries, since most of them look store brought or manufactured. &#160;I could be wrong since I just got a bagel and cream chesse, but maybe I should come back for lunch and have one of their sandwiches. &#160; &#160; &#160; &#160; &#160; The baristas were super nice and were greeting people who were coming in the doorway. &#160;That to me is refreshing! &#160;I thought I received the right amount of customer service and I did not feel rushed or was given any condescending looks. &#160;I will definitely be back for the hellfire mocha alone &#160;:) I've lived a couple blocks a way from Blue Saucer's location for a few years now and watched several businesses try &amp; fail to gain footing in our little community. &#160;Under Billie's management, Blue Saucer has flourished. &#160;Great Stumptown coffee, great customer service, and none of the pretense found at Cloud City. &#160;Free ""doggie biscotti"" for your pooch seals the deal for me. &#160;You have to go to Blue Saucer, just don't steal my seat ;). I decided to stop in here because I didn't feel like dealing with the crowd at cloud city. However to my surprise, even with only a few people inside, I still feel like I waited just as long. &#160;I'm a big fan of stumptown espresso, but the cappuccino I ordered tasted gritty and dense. I'm also a little disappointed with the food...none of the pastries look to be baked in house. They kind of look like they were bought at costco and have been sitting there for days. Other than their coffee being a little on the dense side, I LOVE this place. &#160;So small, warm, welcoming, and cozy. &#160;They have good bagels sandwiches and the staff is so friendly. &#160;Great year round! Totally awesome small coffee shop with super friendly service and atmosphere. I love the Stumptown coffee and homemade cupcakes! I patronize this place practically everyday. &#160;My only problem, they don't carry the Stranger. &#160;When I asked why, the barista said because ""this is a family place"". I'm a little offended and disturbed about that. &#160;I don't have a family and want to read the Stranger and I live in Maple Leaf. &#160;My moneys green, don't I count too? Wonderful coffee, one of my favorite burritos in the whole city, super-nice staff and owner, indoor and outdoor seating and off-street parking. What more could you ask? I love this place -- just a nice feel to it and good food and people to boot."
DA2108065,SgK8qSSDYakUVa8WUbE33w,3/17/09 0:00,5/12/10 0:00,0,1,0,"['Restaurants', 'Sandwiches']",98115,9,3,3.454545455,"http://www.youtube.com/w&#8230;So I was wrong, Stumptown coffee is the best there is. &#160;They even sell a super brand that only the snootiest of coffee aficionados may experience. &#160;The roasters are so helpful that they even gave it 110%, somehow, somewhere, in another dimension where that kind of thing is possible. This place has been (and continues to be) a welcome addition to the neighborhood. Congratulations to Billie and crew for reviving this location and bringing a much needed coffee house to Maple Leaf. I've had many an iced mocha here over the summer, and plan to have many more- After reading a few reviews I felt the need to throw in my two cents. I was just as skeptical as everyone else in the neighborhood when &#160;Blue Saucer moved in on the corner of NE 92nd. However after my first visit the skepticism dissipated. The owner has done a good in building her business in the community. I mainly drink tea now so I haven't tried the coffee but I will. The staff is friendly and nice. It has become a part of the neighborhood which can be difficult when you have a few shops in the neighborhood. They have a great selection of teas which I love and the fact they offer french press coffee versus drip really impressed me. I am a fan of french press. They offer a diverse selection in baked goods in my opinion. Someone commented in another post they don't make their own baked goods and consider it a negative which I have to disagree. Simply because if you are selling coffee you shouldn't be making baked goods leave that to a local bakery that does an amazing job. If I recall the coffee shop down the street doesn't make their goodies either. Again focusing on what you do well wins you more customers than trying to do everything and not doing it well. I hope they continue to focus on what they do well and let those that don't like it toddle off to Starbucks where you wait in line for 30 minutes while the ""barista"" pushes a button and their coffee comes out as the machine intended. As a veteran coffee drinker pulling a shot is not the same as having a machine do it. There is so much more flavor when it is pulled. Kudos to Blue Saucer for taking coffee back to it's roots. A time before coffee was burned and a mass marketed monopoly. Hey I need to update this! This place has gotten even better with the best tasting coffee in the neighborhood served with warm, friendly service. You should check it out--it will soon be your regular place.They now have ""Cupcake Wednesdays"", where Billie makes cupcakes that have: a) amazing flavors; b) fresh ingredients; and c) love packed into every bite. They no longer have Look Cupcakes on the weekends, but nobody misses them with a tasty new ""hump day"" flavor to look forward to every week.To give you everything you might find somewhere else, they added grab and go drip Stumptown coffee for the morning rush and additional food items. There is now oatmeal and tasty savory options, including a few sandwiches, and burritoy things. So all slight negatives from my previous review were eliminated. Way to listen to the neighborhood and keep getting better Blue Saucer. The coffee is OK, a little over priced for the size of cup you get. The service is decent, nothing in this place is spectacular minus their spicy mexican mocha which is very good and unique. Overall, its an ""ok"" place but sadly is located very near a few other remarkable coffee shops. As a fellow Maple Leafer I also love going there in the morning for my Mocha fix with a sweet marshmallow. The coffee Peeps are great and are always nice and can make a great drink.. Now If I could get a nice Bourbon latte then I'm all set. I have the same story as Adrian! &#160;I just moved into the neighborhood and was trying all the coffee places. The other coffee shop on Roosevelt had teeerrrrrrible coffee - so I threw it away and pulled into Blue Saucer. I LOVE the girls that work here - they make my day brighter. I always look forward to my visits here. I love these guys - they have the nicest servers, they move quickly on making your coffee, their specialty coffees are a lot of fun and the baked goods are fresh and yummy. &#160;What a great neighborhood hangout! Very nice barista. I'm nocturnal, so I never hit a coffee house before 3 pm Can't tell you what it's like in the AM, but it's a nice place, doesn't feel cramped, although it looks tiny from the street. My first taste of Stumptown, so maybe this explains the surprising taste of my mocha: not at all like chocolate. It tasted like oranges. Not bad, just not what I was expecting."
DA1961561,SgK8qSSDYakUVa8WUbE33w,7/2/08 0:00,3/17/09 0:00,0,1.5,3,"['Restaurants', 'Sandwiches']",98115,8,0,4.333333333,"I love that this place is near my home, it is bright and cheerful inside. I was worried I'd feel funny hanging out in there while I used the wifi one day (maybe like the other person said about sterility) but no, I felt welcome. The people seem nice and are nice to my baby when I come in.Here are the things I wish it had:- a bigger sized iced coffee! &#160;(I'm an addict I guess)- that they didn't always run out of pastries and such before I get there - (scones, muffins)- a corner for kiddos would be cool (that might be too much to ask for given it's sizesome things I love:- ginger molasses cookies!!!- simple syrup for iced coffee I have to make a comment about ""Just Y's"" review. First off I have to add I am bias because I have been working at Blue Saucer since almost the beginning (WHICH WE HAVE NOW BEEN OPEN FOR A YEAR! CONGRATS!)First off I don't know if this person has ever actually visited or viewed temporary housing, but if this is what temporary housing looks like, anyone would be lucky to live there. Blue Saucer is beautiful and Billie and Eric have spent a lot of time working hard on creating a beautiful atmosphere. People are constantly complimenting how cute and inviting the shop is. Second, this person makes a comment about our ""kitchen"" and that the pastries are not made in-house. We have never claimed that they are made in the shop. We are proud to offer pastries from local Seattle bakeries and we hope to someday add on a kitchen so that can provide home made goods (which will be awesome because Billie really does make the BEST goodies). It is only our first year and as most our customers have the compassion to understand our dreams and goals for this shop and are excited to see us grow.Lastly, the comment about the coffee. We proudly serve Stumptown coffee and our drinks are based off of Stumptown's philosophy. Two shots in any size is how Stumptown trained us to make our drinks. HOWEVER, if this customer had mentioned their feelings about the drink to a barista we would have happily informed them that if for just 60 cents more they decided to throw in that third shot, we would give them the 4th for free since our machine pull two shots at a time. Where else do you get two shots for the price of 1? We are a very warm and friendly place that does its best at making our customers happy. However, we are unable to do this job if the customer does not speak their concerns to us but decide to go directly to Yelp and bash us with just one visit. We are a new business that is happy to take any suggestion. However, speaking to a person who works with the company is always the best way to make a change. In addition I would like to add this is a great shop and we really do have THE BEST CUSTOMERS! Maple Leaf is a great community and I know we appreciate all our customers who are excited to see us going strong! I LOVE the Blue Saucer! &#160; Maple Leaf really needed a place like this where anyone can go for a perfect cup of coffee AND great service. &#160;You are always greeted by a smile as if the baristas are genuinely happy to see you. &#160;It is incredibly refreshing to have such amazing service every time I go there. &#160;The fact that they serve Stumptown coffee is the icing on the cake. &#160;C'mon Maple Leafers, give it a try - you know you deserve a good cup of coffee. Really really good ""sustainable"" coffee and pastries are great quality. &#160;Free wi-fi, we walk here every weekend for our Sunday morning coffee. Blue Saucer is a great neighborhood coffee shop. &#160;They use Stumptown coffee and brew it right. &#160;The baristas are friendly, and seem to remember every customer and what their regular drink is. &#160;They also have a good selection of baked goods from Essential Baking Company and Macrina Bakery.Blue Saucer is worth the trip - once you go, you'll want to be a regular! Very nice little coffee shop with a nice vibe to it. At first it looks somewhat sterile, I think, but after just a few minutes it gets cozy and you have to kick yourself out again and go run your errands. Coffee was very good, but I have yet to try the other treats. Good coffee, good service, good location, good wireless. &#160;What's not to like? &#160;Serving Stumptown coffee. A bright, cheerful place to sit and work on a laptop of enjoy a cup of coffee with friends. &#160;The Blue Saucer is a quieter, friendlier place than the ""edgier"" and frenetic Cloud City Coffee a few blocks south. &#160;(I like both.) Blue Saucer is a great neighborhood coffee shop. Excellent coffee, good selection of baked goods, and a &#160;friendly and relaxing atmosphere. It's nice to see Maple Leaf attracting more independent businesses like this---please support them."
DA1863229,SgK8qSSDYakUVa8WUbE33w,3/17/08 0:00,7/2/08 0:00,3,0,0,"['Restaurants', 'Sandwiches']",98115,6,0,4.666666667,"I had a meeting at this cafe last week and they made me the most INCREDIBLE Hellfire Mocha while I was there. &#160;If you're a fan of spiced chocolate, you've got to try this drink (and opt for the handmade marshmallow - yum!)The shop is adorable. &#160;It feels very ""homey"" and fits perfectly in with the Maple Leaf neighborhood vibe. &#160;Great products, friendly staff, comfortable and not the least bit pretentious. Perfect neighborhood coffee house run by an extremely sweet woman (Billie, I believe). Good coffee, nice vibe, some outdoor seating.Must go back and try the famous Hellfire Mocha soon. Cute little coffee shop!!!! They also have a variety of other goodies too :) from pastries, to wraps, cookies, and lemonade!!My best friend lives literally a house away from this place. &#160;We've never been in this place! It's soo cute, and homey feeling! &#160;The barista that was in was so helpful &amp; friendly. &#160;I got the homemade lemonade &amp; it was soo refreshing :) &#160;It just opened in March, I know this place will get a lot busier! The Stumptown coffee rocks. The baristas are super friendly and they make DEE-LISHUS drinks. And by that, I mean all of the baristas - no worrying about who's working when to get a good drink and a friendly attitude. The teas are tasty, too. WiFi is pass-protected, but otherwise easy. The interior is cute and homey without being over-the-top. Booth seats are comfy and there are outdoor loungers with umbrellas, too. Also plenty of easy parking, for those of you who need an easy stop-off on the way to the freeway for your morning commute. Also big bonuses on the condiment bar: easy self-serve water and simple syrup (for iced drinks). The only food I've tried is the bagel+cream cheese, which was fine (they gave me 2 cream cheese packets without me even having to ask!) They also play really good music. I know it's tough to select things that won't annoy people (punk) nor make them puke (lite rock). So glad this place is now in my 'hood.Note: I think some of the Cafe Neo reviews actually belong here. I'm not quite sure when they changed over, but Blue Saucer is the current incarnation and I hope it's here to stay! It's refreshing to find a local coffee shop that remembers your name and your drink! Billie and her staff are grrrreat plus Stumptown coffee, Macrina pastries, Mighty-O donuts and wi-fi - what more could you want! It's cozy inside and there's plenty of seating outside plus even leash tie-ups for my pooch. Maple Leaf is lucky to have them here! Delicious coffee, friendly staff, pleasant environment and gluten-free treats (finally, my 3-year old can have a treat at a coffee shop!), a few blocks from home &#160;- what more could you ask?!"
DA2411831,jJp7BaSZ4eu0MfqkZjuJGw,8/21/12 0:00,2/5/13 0:00,45,16.42857143,25,"['Vietnamese', 'Restaurants']",98106,3,2,3,"I have been here twice, service is good, personality-wise non there. But thats typical of an Asian restaurant in this area. hehe =)Both times I ordered the Bun Bo Hue, they make it pretty good here, theres seriously enough to feed two small people, I am bigger than most women so I could almost finish it. I still have meat leftover, but I dont take it home. The soup is served nice and hot, with a tray of fresh basil, shredded banana flower, bean sprouts, cilantro. Theres a tray of sauces you can add into your soup. I don't add anymore salty sauces because I feel like the sauce is flavored enough, I only add HOT PEPPER!! WHOOO LOVE it, &#160;but it wasn't spicy here =( (the dried pepper in oilAnyway, I would give them a 1 star for not making it more comfortable for us to eat by using the RESTROOMS THAT CLEARLY HAVE ONE FOR MEN AND ONE FOR WOMEN. For some reason its not for use by the Public, so I find it rude and teasing, especially because I really wanted to wash my hands since I was just at the Laundromat and my hands smelled like bleach and soap. Anywho....won't be going here that often especially if I want to relax and take my time to eat. I didn't mind so much this time because I was in a hurry to have a quick meal and go back to drying my clothes, but overall food is decent and atmosphere very pretty. GOOD LUCK. Make sure you don't come in needing to wash your hands or pee before your meal. =/ This was my first and last time at this resturant. &#160;I waited 30 mins for my Banh Xeo, which didn't make sense since the other two tables have already been served. My Banh Xeo was a joke! &#160;The shrimp was attached to the crepe and the inside only had bean spout. &#160;I didn't realize that the shrimp was not deshell and I almost chocked. &#160;When I ask the server she was not very nice about it. &#160;She said that it was always made that way. &#160;That was crazy! &#160;I have had Banh Xeo and it was never like that. &#160;She kept trying to say it was not their fault. &#160;I guess she got tired of defending herself and offered to make another one. &#160;No thanks! &#160;It took them 30 min to make one Banh Xeo and I didn't have more time to deal with this nonsense. &#160;On their menu they should state that it has shells in their Banh Xeo so people will know what to expect when they order. &#160;Horrible service! Love this place, their pho is less than $6. &#160;Their hot tea is always great not like the recyled kind, you know what i mean. &#160;Wait staff's very friendly tool."
DA2363683,jJp7BaSZ4eu0MfqkZjuJGw,5/7/12 0:00,7/9/12 0:00,25,15,25,"['Vietnamese', 'Restaurants']",98106,1,1,3,"Mehhhhh.I think I'm being extremely generous with the 3-star rating. I make a lot of random stops to the grocery store nearby and have stopped here to try a few things out. I was just not terribly impressed with anything I have ordered. There is also often only one person working the front, so they're taking orders and waiting tables, which makes for an extra long wait time. I came in one day and there was only one order ahead of me, but somehow the three groups who came in after me to dine-in all received their food before I did. I seriously waited at least thirty minutes for a vermicelli bowl, chicken fried rice, and spring rolls. Considering that it was not a packed house that day and because I was the second person to place my order, I think that's just ridiculous.The food itself is not all that spectacular. Not bad, but nothing that I find myself craving or going out of my way for. The seasonings were pretty weak and I thought that the food was all-around bland. Maybe I'm just not ordering the right thing as I see that there have been a couple great reviews for this place, but given the wait times I've experienced and lack of customer service, I'm not in any hurry to go back. There are a lot of other pho places in the area with a shorter wait time, better food, and bigger parking lots!"
DA2331377,jJp7BaSZ4eu0MfqkZjuJGw,11/4/11 0:00,5/7/12 0:00,30,3.333333333,10,"['Vietnamese', 'Restaurants']",98106,2,0,4.5,"Here's a sentence you will never hear Rick Santorum say but I will.I had bun at Hung Long and I loved it!--------------------------------------------------&#173;--------------------------------------------------&#173;--------Or how about this?This is something you will never hear Rick Santorum say, but I will.I like my Vietnamese Hung Long. I love this place! It is big and located just across the street from the dollar store. One size fits all cheap pho at just $5! I usually get it &#160;to go and they give you a lot of broth in one of those large plastic containers. The broth is really good, my only complaint is the broth is a little greasy than other places, but does not take away from the taste at all. The eggrolls are pretty good too!"
DA2411832,jJp7BaSZ4eu0MfqkZjuJGw,8/21/12 0:00,2/5/13 0:00,70,26.42857143,10,"['Vietnamese', 'Restaurants']",98106,3,2,3,"I have been here twice, service is good, personality-wise non there. But thats typical of an Asian restaurant in this area. hehe =)Both times I ordered the Bun Bo Hue, they make it pretty good here, theres seriously enough to feed two small people, I am bigger than most women so I could almost finish it. I still have meat leftover, but I dont take it home. The soup is served nice and hot, with a tray of fresh basil, shredded banana flower, bean sprouts, cilantro. Theres a tray of sauces you can add into your soup. I don't add anymore salty sauces because I feel like the sauce is flavored enough, I only add HOT PEPPER!! WHOOO LOVE it, &#160;but it wasn't spicy here =( (the dried pepper in oilAnyway, I would give them a 1 star for not making it more comfortable for us to eat by using the RESTROOMS THAT CLEARLY HAVE ONE FOR MEN AND ONE FOR WOMEN. For some reason its not for use by the Public, so I find it rude and teasing, especially because I really wanted to wash my hands since I was just at the Laundromat and my hands smelled like bleach and soap. Anywho....won't be going here that often especially if I want to relax and take my time to eat. I didn't mind so much this time because I was in a hurry to have a quick meal and go back to drying my clothes, but overall food is decent and atmosphere very pretty. GOOD LUCK. Make sure you don't come in needing to wash your hands or pee before your meal. =/ This was my first and last time at this resturant. &#160;I waited 30 mins for my Banh Xeo, which didn't make sense since the other two tables have already been served. My Banh Xeo was a joke! &#160;The shrimp was attached to the crepe and the inside only had bean spout. &#160;I didn't realize that the shrimp was not deshell and I almost chocked. &#160;When I ask the server she was not very nice about it. &#160;She said that it was always made that way. &#160;That was crazy! &#160;I have had Banh Xeo and it was never like that. &#160;She kept trying to say it was not their fault. &#160;I guess she got tired of defending herself and offered to make another one. &#160;No thanks! &#160;It took them 30 min to make one Banh Xeo and I didn't have more time to deal with this nonsense. &#160;On their menu they should state that it has shells in their Banh Xeo so people will know what to expect when they order. &#160;Horrible service! Love this place, their pho is less than $6. &#160;Their hot tea is always great not like the recyled kind, you know what i mean. &#160;Wait staff's very friendly tool."
DA2363684,jJp7BaSZ4eu0MfqkZjuJGw,5/7/12 0:00,7/9/12 0:00,10,29.16666667,20,"['Vietnamese', 'Restaurants']",98106,1,1,3,"Mehhhhh.I think I'm being extremely generous with the 3-star rating. I make a lot of random stops to the grocery store nearby and have stopped here to try a few things out. I was just not terribly impressed with anything I have ordered. There is also often only one person working the front, so they're taking orders and waiting tables, which makes for an extra long wait time. I came in one day and there was only one order ahead of me, but somehow the three groups who came in after me to dine-in all received their food before I did. I seriously waited at least thirty minutes for a vermicelli bowl, chicken fried rice, and spring rolls. Considering that it was not a packed house that day and because I was the second person to place my order, I think that's just ridiculous.The food itself is not all that spectacular. Not bad, but nothing that I find myself craving or going out of my way for. The seasonings were pretty weak and I thought that the food was all-around bland. Maybe I'm just not ordering the right thing as I see that there have been a couple great reviews for this place, but given the wait times I've experienced and lack of customer service, I'm not in any hurry to go back. There are a lot of other pho places in the area with a shorter wait time, better food, and bigger parking lots!"
DA2331378,jJp7BaSZ4eu0MfqkZjuJGw,11/4/11 0:00,5/7/12 0:00,6,41.33333333,38,"['Vietnamese', 'Restaurants']",98106,2,0,4.5,"Here's a sentence you will never hear Rick Santorum say but I will.I had bun at Hung Long and I loved it!--------------------------------------------------&#173;--------------------------------------------------&#173;--------Or how about this?This is something you will never hear Rick Santorum say, but I will.I like my Vietnamese Hung Long. I love this place! It is big and located just across the street from the dollar store. One size fits all cheap pho at just $5! I usually get it &#160;to go and they give you a lot of broth in one of those large plastic containers. The broth is really good, my only complaint is the broth is a little greasy than other places, but does not take away from the taste at all. The eggrolls are pretty good too!"
DA2351885,jJp7BaSZ4eu0MfqkZjuJGw,5/6/11 0:00,7/16/12 0:00,0,0,0,"['Vietnamese', 'Restaurants']",98106,3,1,4,"Mehhhhh.I think I'm being extremely generous with the 3-star rating. I make a lot of random stops to the grocery store nearby and have stopped here to try a few things out. I was just not terribly impressed with anything I have ordered. There is also often only one person working the front, so they're taking orders and waiting tables, which makes for an extra long wait time. I came in one day and there was only one order ahead of me, but somehow the three groups who came in after me to dine-in all received their food before I did. I seriously waited at least thirty minutes for a vermicelli bowl, chicken fried rice, and spring rolls. Considering that it was not a packed house that day and because I was the second person to place my order, I think that's just ridiculous.The food itself is not all that spectacular. Not bad, but nothing that I find myself craving or going out of my way for. The seasonings were pretty weak and I thought that the food was all-around bland. Maybe I'm just not ordering the right thing as I see that there have been a couple great reviews for this place, but given the wait times I've experienced and lack of customer service, I'm not in any hurry to go back. There are a lot of other pho places in the area with a shorter wait time, better food, and bigger parking lots! Here's a sentence you will never hear Rick Santorum say but I will.I had bun at Hung Long and I loved it!--------------------------------------------------&#173;--------------------------------------------------&#173;--------Or how about this?This is something you will never hear Rick Santorum say, but I will.I like my Vietnamese Hung Long. I love this place! It is big and located just across the street from the dollar store. One size fits all cheap pho at just $5! I usually get it &#160;to go and they give you a lot of broth in one of those large plastic containers. The broth is really good, my only complaint is the broth is a little greasy than other places, but does not take away from the taste at all. The eggrolls are pretty good too!"
DA2384534,jJp7BaSZ4eu0MfqkZjuJGw,3/20/12 0:00,10/29/12 0:00,0,5,0,"['Vietnamese', 'Restaurants']",98106,2,1,4,"Mehhhhh.I think I'm being extremely generous with the 3-star rating. I make a lot of random stops to the grocery store nearby and have stopped here to try a few things out. I was just not terribly impressed with anything I have ordered. There is also often only one person working the front, so they're taking orders and waiting tables, which makes for an extra long wait time. I came in one day and there was only one order ahead of me, but somehow the three groups who came in after me to dine-in all received their food before I did. I seriously waited at least thirty minutes for a vermicelli bowl, chicken fried rice, and spring rolls. Considering that it was not a packed house that day and because I was the second person to place my order, I think that's just ridiculous.The food itself is not all that spectacular. Not bad, but nothing that I find myself craving or going out of my way for. The seasonings were pretty weak and I thought that the food was all-around bland. Maybe I'm just not ordering the right thing as I see that there have been a couple great reviews for this place, but given the wait times I've experienced and lack of customer service, I'm not in any hurry to go back. There are a lot of other pho places in the area with a shorter wait time, better food, and bigger parking lots! Love this place, their pho is less than $6. &#160;Their hot tea is always great not like the recyled kind, you know what i mean. &#160;Wait staff's very friendly tool."
DA2316516,jJp7BaSZ4eu0MfqkZjuJGw,10/6/11 0:00,3/20/12 0:00,0,6.666666667,0,"['Vietnamese', 'Restaurants']",98106,2,0,4.5,"Here's a sentence you will never hear Rick Santorum say but I will.I had bun at Hung Long and I loved it!--------------------------------------------------&#173;--------------------------------------------------&#173;--------Or how about this?This is something you will never hear Rick Santorum say, but I will.I like my Vietnamese Hung Long. I love this place! It is big and located just across the street from the dollar store. One size fits all cheap pho at just $5! I usually get it &#160;to go and they give you a lot of broth in one of those large plastic containers. The broth is really good, my only complaint is the broth is a little greasy than other places, but does not take away from the taste at all. The eggrolls are pretty good too!"
